1,Martin,M
2,Sander,M
3,Aleksandr,M
4,Kristjan,M
5,Kevin,M
6,Nikita,M
7,Markus,M
8,Artur,M
9,Maksim,M
10,Karl,M
11,Dmitri,M
12,Daniil,M
13,Siim,M
14,Rasmus,M
15,Aleksei,M
16,Andrei,M
17,Artjom,M
18,Mihkel,M
19,Ilja,M
20,Mark,M
21,Kaspar,M
22,Vladislav,M
23,Erik,M
24,Kristo,M
25,Sergei,M
26,Sten,M
27,Oliver,M
28,Kirill,M
29,Tanel,M
30,Robert,M
31,Henri,M
32,Daniel,M
33,Anton,M
34,Andres,M
35,Roman,M
36,Marko,M
37,Taavi,M
38,Silver,M
39,Aleksander,M
40,Rauno,M
41,Pavel,M
42,Jevgeni,M
43,Andreas,M
44,Joosep,M
45,Madis,M
46,Robin,M
47,Denis,M
48,Kert,M
49,Andre,M
50,Lauri,M
51,Mihhail,M
52,Vladimir,M
53,Hendrik,M
54,Ivan,M
55,Marek,M
56,Egert,M
57,Igor,M
58,Marten,M
59,Rainer,M
60,Joonas,M
61,Kaarel,M
62,Risto,M
63,Ragnar,M
64,Indrek,M
65,Gert,M
66,Janar,M
67,Henry,M
68,Richard,M
69,Mattias,M
70,Konstantin,M
71,Rando,M
72,Mikk,M
73,Oskar,M
74,Rain,M
75,Eduard,M
76,Rene,M
77,Jaan,M
78,Oleg,M
79,Margus,M
80,Alex,M
81,Viktor,M
82,Raido,M
83,Georg,M
84,Kermo,M
85,Kaur,M
86,Toomas,M
87,Vadim,M
88,Aleks,M
89,Edgar,M
90,Deniss,M
91,Tauri,M
92,Erki,M
93,Marcus,M
94,Steven,M
95,Roland,M
96,Karel,M
97,Timo,M
98,Jürgen,M
99,Romet,M
100,Ruslan,M
101,Nikolai,M
102,Mart,M
103,Mario,M
104,Johannes,M
105,Tõnis,M
106,Stanislav,M
107,Kristofer,M
108,Sven,M
109,Jegor,M
110,Juri,M
111,Priit,M
112,Vitali,M
113,Janno,M
114,German,M
115,Raul,M
116,Allan,M
117,Jan,M
118,Georgi,M
119,Rait,M
120,Ken,M
121,Hannes,M
122,Ott,M
123,Raiko,M
124,Jüri,M
125,Märt,M
126,Alexander,M
127,Janek,M
128,Gregor,M
129,Argo,M
130,Raigo,M
131,Vjatšeslav,M
132,Jaanus,M
133,Kristen,M
134,David,M
135,Albert,M
136,Magnus,M
137,Valeri,M
138,Kristian,M
139,Tarmo,M
140,Uku,M
141,Peeter,M
142,Danil,M
143,Meelis,M
144,Reimo,M
145,Andri,M
146,Mairo,M
147,Alvar,M
148,Jarmo,M
149,Fred,M
150,Ralf,M
151,Riho,M
152,Raimond,M
153,Ats,M
154,Reigo,M
155,Gleb,M
156,Karmo,M
157,Alari,M
158,Paul,M
159,Joel,M
160,Jaagup,M
161,Kaido,M
162,Allar,M
163,Andrus,M
164,Anti,M
165,Germo,M
166,Ander,M
167,Eerik,M
168,Karl-Erik,M
169,Ranno,M
170,Leonid,M
171,Martti,M
172,Andero,M
173,Rainis,M
174,Jakob,M
175,Tauno,M
176,Christopher,M
177,Edvin,M
178,Mait,M
179,Margo,M
180,Reio,M
181,Rivo,M
182,Karl Erik,M
183,Hardi,M
184,Kenneth,M
185,Anatoli,M
186,Danila,M
187,Ergo,M
188,Valentin,M
189,Emil,M
190,Patrick,M
191,Veiko,M
192,Mathias,M
193,Harri,M
194,Alar,M
195,Kris,M
196,Stefan,M
197,Aivar,M
198,Ardo,M
199,Henrik,M
200,Simo,M
201,Kalev,M
202,Kuldar,M
203,Aigar,M
204,Arseni,M
205,Ervin,M
206,Maxim,M
207,Hans,M
208,Ivar,M
209,Villem,M
210,Alan,M
211,Kaupo,M
212,Raimo,M
213,Renee,M
214,Carl,M
215,Raivo,M
216,Tarvo,M
217,Alo,M
218,Chris,M
219,Kardo,M
220,Bogdan,M
221,Eric,M
222,Andrey,M
223,Hugo,M
224,Kasper,M
225,Simon,M
226,Tristan,M
227,Aron,M
228,Ainar,M
229,Erko,M
230,Grigori,M
231,Holger,M
232,Mehis,M
233,Aimar,M
234,Ants,M
235,Armin,M
236,Gabriel,M
237,Norman,M
238,Karlis,M
239,Karli,M
240,Arnold,M
241,Jaroslav,M
242,Karl-Martin,M
243,Arthur,M
244,Matthias,M
245,Filipp,M
246,Tiit,M
247,Juhan,M
248,Märten,M
249,Andris,M
250,Ingmar,M
251,Kenno,M
252,Rihard,M
253,Rudolf,M
254,Urmo,M
255,Dmitry,M
256,Jaak,M
257,Markkus,M
258,Taivo,M
259,Teet,M
260,Eero,M
261,Imre,M
262,Ivo,M
263,Janari,M
264,Kairo,M
265,Mirko,M
266,Edvard,M
267,Reno,M
268,Andro,M
269,Keijo,M
270,Mati,M
271,Samuel,M
272,Tõnu,M
273,Aaron,M
274,Ardi,M
275,Karl Martin,M
276,Ronald,M
277,Taavet,M
278,Vahur,M
279,Aivo,M
280,Danel,M
281,Kauri,M
282,Kerdo,M
283,Reiko,M
284,Remo,M
285,Tarvi,M
286,Aksel,M
287,Krister,M
288,Maikel,M
289,Matvei,M
290,Jasper,M
291,Keio,M
292,Kenert,M
293,Vassili,M
294,Enrico,M
295,Kalle,M
296,Morten,M
297,Rein,M
298,Roger,M
299,Elari,M
300,Johan,M
301,Lev,M
302,Timofei,M
303,Christian,M
304,Erkki,M
305,Jörgen,M
306,Stiven,M
307,Egon,M
308,Fredi,M
309,Jako,M
310,Kaimar,M
311,Patrik,M
312,Pjotr,M
313,Rico,M
314,Riivo,M
315,Alexey,M
316,Fjodor,M
317,Kalmer,M
318,Sergey,M
319,Taaniel,M
320,Marvin,M
321,Otto,M
322,Urmas,M
323,Hanno,M
324,Jan-Erik,M
325,Olari,M
326,Elvis,M
327,Heiko,M
328,Janis,M
329,Karl Markus,M
330,Tambet,M
331,Dan,M
332,Heigo,M
333,Leon,M
334,Mikhail,M
335,Valter,M
336,Erlend,M
337,Randel,M
338,Thomas,M
339,Asko,M
340,Ilya,M
341,Matis,M
342,Riko,M
343,Semjon,M
344,Stepan,M
345,Urmet,M
346,Ahti,M
347,Laur,M
348,Marco,M
349,Michael,M
350,Ain,M
351,Andree,M
352,Harry,M
353,Marti,M
354,Remi,M
355,Keit,M
356,Arti,M
357,Gunnar,M
358,Joonatan,M
359,Ranel,M
360,Rodion,M
361,Roomet,M
362,Tony,M
363,Tormi,M
364,Aare,M
365,Andry,M
366,Devid,M
367,Juss,M
368,Keith,M
369,Artemi,M
370,Bruno,M
371,Egor,M
372,Ahto,M
373,Anders,M
374,Deivid,M
375,Ermo,M
376,Frank,M
377,Freddy,M
378,Heiki,M
379,Herman,M
380,Karl-Markus,M
381,Koit,M
382,Reijo,M
383,Sebastian,M
384,Timur,M
385,Viljar,M
386,Villu,M
387,Endrik,M
388,Marius,M
389,Talis,M
390,Vlad,M
391,Arno,M
392,Johann,M
393,Reino,M
394,Ülari,M
395,Adrian,M
396,Artem,M
397,Markos,M
398,Saveli,M
399,Boriss,M
400,Brandon,M
401,Carlos,M
402,Caspar,M
403,Helari,M
404,Ingvar,M
405,Markko,M
406,Raino,M
407,Renet,M
408,Timmo,M
409,Elar,M
410,Jan Erik,M
411,Kaimo,M
412,Olev,M
413,Renar,M
414,Robi,M
415,Sten-Erik,M
416,Trevor,M
417,Andi,M
418,Daaniel,M
419,Erich,M
420,Karl Robert,M
421,Marcos,M
422,Peep,M
423,Renno,M
424,Veljo,M
425,Antti,M
426,Evert,M
427,Feliks,M
428,Jorma,M
429,Karl Kristjan,M
430,Karl-Gustav,M
431,Marken,M
432,Ronan,M
433,Edward,M
434,Evgeny,M
435,Gennadi,M
436,Ilmar,M
437,Jakov,M
438,Maiko,M
439,Sigmar,M
440,Taniel,M
441,Boris,M
442,Fredy,M
443,Hendri,M
444,Toni,M
445,Vsevolod,M
446,Ago,M
447,Alfred,M
448,Gregory,M
449,Jaanis,M
450,Kennet,M
451,Maarek,M
452,Vallo,M
453,Artyom,M
454,Ekke,M
455,Frederik,M
456,Gerdo,M
457,Helar,M
458,Jargo,M
459,Karl Gustav,M
460,Karl Johannes,M
461,Kiur,M
462,Maido,M
463,Mattis,M
464,Ramon,M
465,Remy,M
466,Revo,M
467,Simmo,M
468,Sten-Markus,M
469,Taimar,M
470,Tom,M
471,Tomas,M
472,Valdo,M
473,Verner,M
474,Arkadi,M
475,Art,M
476,Arvi,M
477,Arvo,M
478,Cevin,M
479,Christofer,M
480,Enar,M
481,Heino,M
482,Heinrich,M
483,Jan Markus,M
484,Jarko,M
485,Jonas,M
486,Karl Mihkel,M
487,Karl-Eerik,M
488,Karl-Hendrik,M
489,Karl-Kristjan,M
490,Lennart,M
491,Magnar,M
492,Markel,M
493,Matti,M
494,Olavi,M
495,Rainar,M
496,Rustam,M
497,Saamuel,M
498,Veniamin,M
499,Victor,M
500,Alexandre,M
501,Arlet,M
502,Elmar,M
503,Innar,M
504,Jaanek,M
505,Jarno,M
506,Sten Martin,M
507,Tobias,M
508,Valdur,M
509,Virgo,M
510,Agris,M
511,Arles,M
512,Dominik,M
513,Einar,M
514,Even,M
515,Geir,M
516,Jarek,M
517,Jarl,M
518,Jorgen,M
519,Julius,M
520,Kaidar,M
521,Kait,M
522,Karl Oskar,M
523,Karl-Kevin,M
524,Keiro,M
525,Kender,M
526,Maarjo,M
527,Maik,M
528,Mairon,M
529,Miikael,M
530,Mike,M
531,Oscar,M
532,Pärtel,M
533,Ranar,M
534,Ruben,M
535,Sandro,M
536,Stenver,M
537,Steve,M
538,Sven Erik,M
539,Svjatoslav,M
540,Tim,M
541,Toivo,M
542,Voldemar,M
543,Aap,M
544,Aarne,M
545,Ako,M
546,Andrias,M
547,Anthony,M
548,Arko,M
549,Armand,M
550,Armo,M
551,August,M
552,Ayrton,M
553,Christer,M
554,Cristofer,M
555,Cristopher,M
556,Dario,M
557,Deniel,M
558,Dimitri,M
559,Enn,M
560,Enri,M
561,Enriko,M
562,Ernst,M
563,Felix,M
564,Gervin,M
565,Gregori,M
566,Gustav,M
567,Günther,M
568,Hans Erik,M
569,Hans-Kristjan,M
570,Heikki,M
571,Ian,M
572,Jalmar,M
573,Jesper,M
574,Kalvi,M
575,Karl Jakob,M
576,Karl Johan,M
577,Karl Joonas,M
578,Karl Kevin,M
579,Karl Marten,M
580,Karol,M
581,Keimo,M
582,Kelvin,M
583,Kenet,M
584,Ken-Martin,M
585,Keven,M
586,Klim,M
587,Kregor,M
588,Kristopher,M
589,Kunnar,M
590,Lars,M
591,Lembit,M
592,Leonard,M
593,Lukas,M
594,Maidu,M
595,Marlon,M
596,Max,M
597,Mihail,M
598,Mikael,M
599,Miko,M
600,Nikolay,M
601,Nils,M
602,Randar,M
603,Raner,M
604,Reivo,M
605,Rinat,M
606,Romek,M
607,Ron,M
608,Ronaldo,M
609,Rostislav,M
610,Rünno,M
611,Silvar,M
612,Sulev,M
613,Sören,M
614,Taago,M
615,Taavo,M
616,Tairo,M
617,Tenno,M
618,Tomi,M
619,Virko,M
620,Üllar,M
621,Yury,M
622,Anna,N
623,Laura,N
624,Kristina,N
625,Maria,N
626,Diana,N
627,Sandra,N
628,Anastassia,N
629,Jekaterina,N
630,Karina,N
631,Alina,N
632,Kristiina,N
633,Aleksandra,N
634,Viktoria,N
635,Darja,N
636,Liis,N
637,Anastasia,N
638,Kätlin,N
639,Julia,N
640,Valeria,N
641,Triin,N
642,Kristin,N
643,Jelizaveta,N
644,Grete,N
645,Birgit,N
646,Liisa,N
647,Elina,N
648,Kristel,N
649,Kaisa,N
650,Kristi,N
651,Jana,N
652,Veronika,N
653,Helena,N
654,Kelly,N
655,Johanna,N
656,Kerli,N
657,Helen,N
658,Merilin,N
659,Ksenia,N
660,Kertu,N
661,Polina,N
662,Katrin,N
663,Mari-Liis,N
664,Kadri,N
665,Triinu,N
666,Karmen,N
667,Marleen,N
668,Kadi,N
669,Maarja,N
670,Annika,N
671,Anette,N
672,Maris,N
673,Olga,N
674,Hanna,N
675,Eliise,N
676,Tatjana,N
677,Elisabeth,N
678,Annabel,N
679,Arina,N
680,Liisi,N
681,Jaanika,N
682,Elis,N
683,Carmen,N
684,Anastasija,N
685,Angelina,N
686,Aljona,N
687,Karin,N
688,Irina,N
689,Jane,N
690,Jelena,N
691,Anett,N
692,Gerli,N
693,Mari,N
694,Evelin,N
695,Mirjam,N
696,Liina,N
697,Andra,N
698,Gerda,N
699,Reelika,N
700,Sofia,N
701,Agnes,N
702,Kelli,N
703,Mariliis,N
704,Merili,N
705,Karolin,N
706,Kati,N
707,Natalja,N
708,Regina,N
709,Kärt,N
710,Helina,N
711,Lisette,N
712,Marina,N
713,Anita,N
714,Kaidi,N
715,Merily,N
716,Anni,N
717,Marta,N
718,Kirke,N
719,Karoliina,N
720,Teele,N
721,Sigrid,N
722,Anete,N
723,Getter,N
724,Ingrid,N
725,Anastassija,N
726,Anneli,N
727,Margarita,N
728,Jaana,N
729,Angela,N
730,Stella,N
731,Svetlana,N
732,Merit,N
733,Anna-Liisa,N
734,Ksenija,N
735,Merlin,N
736,Victoria,N
737,Erika,N
738,Karolina,N
739,Anna-Maria,N
740,Kerttu,N
741,Jevgenia,N
742,Ekaterina,N
743,Greete,N
744,Katariina,N
745,Kairi,N
746,Ilona,N
747,Merilyn,N
748,Margit,N
749,Marie,N
750,Sirli,N
751,Valerija,N
752,Alisa,N
753,Egle,N
754,Alice,N
755,Nele,N
756,Katriin,N
757,Iris,N
758,Elise,N
759,Pille-Riin,N
760,Eva,N
761,Janeli,N
762,Katarina,N
763,Siret,N
764,Linda,N
765,Kersti,N
766,Oksana,N
767,Olesja,N
768,Piret,N
769,Marianne,N
770,Nadežda,N
771,Monika,N
772,Angelika,N
773,Anu,N
774,Marit,N
775,Sofja,N
776,Carolin,N
777,Eliis,N
778,Silvia,N
779,Tiina,N
780,Anželika,N
781,Evelina,N
782,Katre,N
783,Paula,N
784,Berit,N
785,Marija,N
786,Tuuli,N
787,Heleri,N
788,Janely,N
789,Eleri,N
790,Eneli,N
791,Janne,N
792,Ketlin,N
793,Madli,N
794,Emma,N
795,Kairit,N
796,Mariann,N
797,Daria,N
798,Hanna-Liisa,N
799,Ragne,N
800,Elizaveta,N
801,Susanna,N
802,Doris,N
803,Marika,N
804,Alexandra,N
805,Raili,N
806,Gertrud,N
807,Keidi,N
808,Melissa,N
809,Signe,N
810,Alissa,N
811,Ave,N
812,Janika,N
813,Krista,N
814,Mia,N
815,Natalia,N
816,Saskia,N
817,Kärolin,N
818,Maarja-Liis,N
819,Marili,N
820,Uljana,N
821,Meriliis,N
822,Anne,N
823,Brigitta,N
824,Kaili,N
825,Siiri,N
826,Helerin,N
827,Karoliine,N
828,Kristiine,N
829,Kätriin,N
830,Milena,N
831,Vanessa,N
832,Viktorija,N
833,Carol,N
834,Eliisa,N
835,Milana,N
836,Brita,N
837,Britta,N
838,Riin,N
839,Riina,N
840,Emily,N
841,Liisbet,N
842,Marilin,N
843,Mailis,N
844,Moonika,N
845,Andrea,N
846,Elena,N
847,Marian,N
848,Brigita,N
849,Emilia,N
850,Brenda,N
851,Katerina,N
852,Elizabeth,N
853,Helis,N
854,Joanna,N
855,Lisett,N
856,Pille,N
857,Kerstin,N
858,Liana,N
859,Marion,N
860,Jessica,N
861,Lisete,N
862,Margot,N
863,Annaliisa,N
864,Maarika,N
865,Kirsika,N
866,Liisbeth,N
867,Ly,N
868,Valentina,N
869,Julija,N
870,Keili,N
871,Sigrit,N
872,Mirell,N
873,Elisa,N
874,Katrina,N
875,Eva-Maria,N
876,Krislin,N
877,Lisanna,N
878,Mari-Ann,N
879,Sofija,N
880,Isabel,N
881,Ljubov,N
882,Sille,N
883,Alesja,N
884,Anne-Mai,N
885,Carolina,N
886,Greta,N
887,Marge,N
888,Rebecca,N
889,Elen,N
890,Inga,N
891,Karmel,N
892,Marii,N
893,Elisabet,N
894,Karita,N
895,Kärol,N
896,Maret,N
897,Carina,N
898,Elerin,N
899,Keiti,N
900,Vlada,N
901,Annely,N
902,Gerly,N
903,Kristiin,N
904,Marelle,N
905,Marlen,N
906,Violetta,N
907,Piia,N
908,Adelina,N
909,Emili,N
910,Rebeka,N
911,Kreete,N
912,Mona,N
913,Merike,N
914,Age,N
915,Heidi,N
916,Nicole,N
917,Ann,N
918,Anna Maria,N
919,Eveli,N
920,Kaire,N
921,Keidy,N
922,Merle,N
923,Anet,N
924,Galina,N
925,Marianna,N
926,Nora,N
927,Inna,N
928,Lilian,N
929,Margaret,N
930,Melani,N
931,Airi,N
932,Dajana,N
933,Laura-Liis,N
934,Epp,N
935,Merlyn,N
936,Simona,N
937,Sirle,N
938,Janet,N
939,Jennifer,N
940,Maiken,N
941,Merli,N
942,Pilleriin,N
943,Stina,N
944,Tairi,N
945,Astrid,N
946,Claudia,N
947,Ester,N
948,Hedi,N
949,Heli,N
950,Kai,N
951,Keitlin,N
952,Elvira,N
953,Keity,N
954,Terje,N
955,Veera,N
956,Daniela,N
957,Marite,N
958,Renata,N
959,Dagmar,N
960,Dana,N
961,Kaia,N
962,Kerly,N
963,Laura-Liisa,N
964,Natali,N
965,Darina,N
966,Eleriin,N
967,Elin,N
968,Gloria,N
969,Hanna-Liina,N
970,Lisbeth,N
971,Rahel,N
972,Vivian,N
973,Caroline,N
974,Enelin,N
975,Kendra,N
976,Marju,N
977,Yulia,N
978,Anastasiya,N
979,Silja,N
980,Triinu-Liis,N
981,Varvara,N
982,Aveli,N
983,Eve,N
984,Iiris,N
985,Kaari,N
986,Kätrin,N
987,Olivia,N
988,Vladislava,N
989,Adriana,N
990,Ethel,N
991,Eva-Lotta,N
992,Evelyn,N
993,Karen,N
994,Katri,N
995,Marita,N
996,Sonja,N
997,Anabel,N
998,Arabella,N
999,Carolyn,N
1000,Cathy,N
1001,Gertu,N
1002,Helin,N
1003,Kristella,N
1004,Elo,N
1005,Helene,N
1006,Juliana,N
1007,Reili,N
1008,Aile,N
1009,Britt,N
1010,Ellen,N
1011,Hanna Maria,N
1012,Kaie,N
1013,Keiu,N
1014,Miina,N
1015,Mirtel,N
1016,Anneliis,N
1017,Cassandra,N
1018,Elery,N
1019,Evely,N
1020,Johanna Maria,N
1021,Karoline,N
1022,Tiiu,N
1023,Christina,N
1024,Kristine,N
1025,Külli,N
1026,Maili,N
1027,Meribel,N
1028,Nikol,N
1029,Reet,N
1030,Regiina,N
1031,Silva,N
1032,Stiina,N
1033,Anžela,N
1034,Eliisabet,N
1035,Helery,N
1036,Indra,N
1037,Karola,N
1038,Ketter,N
1039,Lauren,N
1040,Lisandra,N
1041,Maia,N
1042,Maribel,N
1043,Marilyn,N
1044,Merje,N
1045,Ruth,N
1046,Tatiana,N
1047,Veronica,N
1048,Agne,N
1049,Angeelika,N
1050,Ariana,N
1051,Avely,N
1052,Ingrit,N
1053,Mariin,N
1054,Reti,N
1055,Aliis,N
1056,Anna-Liis,N
1057,Eleonora,N
1058,Geidi,N
1059,Hanna-Maria,N
1060,Kaja,N
1061,Ketrin,N
1062,Krete,N
1063,Liisu,N
1064,Mariel,N
1065,Meeli,N
1066,Meelika,N
1067,Melany,N
1068,Nika,N
1069,Renate,N
1070,Alla,N
1071,Aurelia,N
1072,Deivi,N
1073,Ege,N
1074,Karoli,N
1075,Keily,N
1076,Lea,N
1077,Liia,N
1078,Meril,N
1079,Nele-Liis,N
1080,Rita,N
1081,Sanna,N
1082,Älis,N
1083,Anne-Mari,N
1084,Daniella,N
1085,Inge,N
1086,Kädi,N
1087,Liilia,N
1088,Lisanne,N
1089,Mai-Liis,N
1090,Mariana,N
1091,Saara,N
1092,Sabrina,N
1093,Sarah,N
1094,Tamara,N
1095,Annabell,N
1096,Getriin,N
1097,Ines,N
1098,Marje,N
1099,Rebeca,N
1100,Alika,N
1101,Anne-Liis,N
1102,Brit,N
1103,Cärol,N
1104,Cärolin,N
1105,Eva-Liisa,N
1106,Heili,N
1107,Irena,N
1108,Isabella,N
1109,Jevgenija,N
1110,Kirsti,N
1111,Marily,N
1112,Tiia,N
1113,Ursula,N
1114,Gea,N
1115,Gerlin,N
1116,Grete-Liis,N
1117,Kariina,N
1118,Killu,N
1119,Klaarika,N
1120,Kätlyn,N
1121,Maarja-Liisa,N
1122,Margareth,N
1123,Marin,N
1124,Simone,N
1125,Valeriya,N
1126,Adele,N
1127,Daisi,N
1128,Eliza,N
1129,Elizabet,N
1130,Erle,N
1131,Eva Maria,N
1132,Gabriela,N
1133,Geili,N
1134,Gerttu,N
1135,Lidia,N
1136,Lisa,N
1137,Maarit,N
1138,Mariell,N
1139,Mariete,N
1140,Nataly,N
1141,Reeli,N
1142,Sabina,N
1143,Stefani,N
1144,Triini,N
1145,Trinity,N
1146,Viivika,N
1147,Emilie,N
1148,Janete,N
1149,Eeva,N
1150,Ene,N
1151,Evgeniya,N
1152,Helle,N
1153,Iti,N
1154,Käti,N
1155,Laura Maria,N
1156,Liisa Maria,N
1157,Maire,N
1158,Mairi,N
1159,Miia,N
1160,Ronja,N
1161,Taisi,N
1162,Õnnela,N
1163,Aili,N
1164,Aliise,N
1165,Annette,N
1166,Auli,N
1167,Beatrice,N
1168,Carmel,N
1169,Edith,N
1170,Eleanora,N
1171,Eva Lotta,N
1172,Getrin,N
1173,Hannela,N
1174,Heidy,N
1175,Ingel,N
1176,Janelle,N
1177,Karet,N
1178,Katharina,N
1179,Kristlin,N
1180,Ksenja,N
1181,Lilija,N
1182,Ljudmila,N
1183,Loora,N
1184,Loore,N
1185,Mailiis,N
1186,Maiu,N
1187,Mare,N
1188,Meeri,N
1189,Minna,N
1190,Mirelle,N
1191,Rebekka,N
1192,Vera,N
1193,Xenia,N
1194,Yana,N
1195,Adeele,N
1196,Aet,N
1197,Agnessa,N
1198,Ailen,N
1199,Aire,N
1200,Airiin,N
1201,Airika,N
1202,Albina,N
1203,Alondra,N
1204,Amanda,N
1205,Amina,N
1206,Anabell,N
1207,Anfissa,N
1208,Anna Liisa,N
1209,Annabella,N
1210,Annaliis,N
1211,Annela,N
1212,Anne-Ly,N
1213,Annemari,N
1214,Annett,N
1215,Ave-Marleen,N
1216,Betti,N
1217,Brittany,N
1218,Caroly,N
1219,Cristina,N
1220,Cätlin,N
1221,Dagne,N
1222,Dariya,N
1223,Deily,N
1224,Eerika,N
1225,Eike,N
1226,Ele,N
1227,Eliisabeth,N
1228,Elsa,N
1229,Emeri,N
1230,Enely,N
1231,Eret,N
1232,Evita,N
1233,Geidy,N
1234,Gendra,N
1235,Gerdi,N
1236,Gretel,N
1237,Grethel,N
1238,Hannabel,N
1239,Hannah,N
1240,Hedvig,N
1241,Heleriin,N
1242,Inger,N
1243,Izabella,N
1244,Ivika,N
1245,Jane-Ly,N
1246,Juulia,N
1247,Kadi-Liis,N
1248,Kadri-Ann,N
1249,Kadri-Liis,N
1250,Kaileen,N
1251,Kamilla,N
1252,Katja,N
1253,Keiri,N
1254,Kerti,N
1255,Ketly,N
1256,Lada,N
1257,Laura Liisa,N
1258,Laureen,N
1259,Leana,N
1260,Leanika,N
1261,Leelo,N
1262,Lii,N
1263,Liisa-Maria,N
1264,Liise,N
1265,Liivi,N
1266,Lija,N
1267,Liliana,N
1268,Lily,N
1269,Lisell,N
1270,Lotta,N
1271,Luisa,N
1272,Maie,N
1273,Marielle,N
1274,Martha,N
1275,Nadezda,N
1276,Nadezhda,N
1277,Natalija,N
1278,Nelli,N
1279,Niina,N
1280,Oliivia,N
1281,Patricia,N
1282,Raina,N
1283,Raneli,N
1284,Reena,N
1285,Roberta,N
1286,Samanta,N
1287,Serafima,N
1288,Sireli,N
1289,Sirje,N
1290,Sirly,N
1291,Sophia,N
1292,Sylvia,N
1293,Žanna,N
1294,Teili,N
1295,Veroonika,N
1296,Viktoriya,N
1297,Viola,N
1298,Violeta,N
